,Driven(KM),Brand(Model),Max Power,Gear Box,Age(Months),Fuel Type,Transmission,City,Area,Price(Lakhs)
2339,40000.0,Maruti Swift Dzire,81.8,5.0,5.0,Petrol,Manual,Chennai,11460.0,6.3
2340,120000.0,Ford Fiesta,,,15.0,Petrol,Manual,Chennai,12206.864488669202,1.55
2341,22286.0,Honda City,117.3,5.0,7.0,Petrol,Manual,Chennai,12270.0,7.99
2342,12132.0,Maruti Wagon R,81.8,5.0,2.0,Petrol,Manual,Chennai,10550.0,6.3
2343,79048.0,Tata Tiago,84.82,5.0,6.0,Petrol,Manual,Chennai,10884.0,4.15
2344,48360.0,Tata Tiago,84.0,5.0,8.0,Petrol,Manual,Chennai,,4.17
2345,54538.0,Renault KWID,53.3,5.0,8.0,Petrol,Manual,Chennai,10516.0,3.34
2346,32157.0,Maruti Swift Dzire,83.14,5.0,7.0,Petrol,Manual,Chennai,11380.0,5.9
2347,34182.0,Kia Seltos,113.43,6.0,5.0,Petrol,Manual,Chennai,12230.0,10.29
2348,176801.0,Maruti Swift,74.0,5.0,15.0,Diesel,Manual,Chennai,,2.5
2349,81508.0,Nissan Magnite,71.02,5.0,3.0,Petrol,Manual,Chennai,11504.0,7.11
2350,42036.0,Tata Nexon,118.36,6.0,4.0,Petrol,Automatic,Chennai,11608.0,9.5
2351,22500.0,Mercedes-Benz GLA Class,134.1,7.0,9.0,Diesel,Automatic,Chennai,12442.0,21.4
2352,80000.0,Chevrolet Aveo,92.7,5.0,16.0,Petrol,Manual,Chennai,12040.0,1.4
2353,29640.0,Honda WR-V,88.7,5.0,7.0,Petrol,Manual,Chennai,11466.0,7.6
2354,52000.0,Land Rover Range Rover Velar,177.0,8.0,6.0,Diesel,Automatic,Chennai,,70.0
2355,100000.0,Hyundai i20,88.76,6.0,12.0,Diesel,Manual,Chennai,11410.0,3.0
2356,32000.0,Ford Ecosport,98.96,5.0,4.0,Diesel,Manual,Chennai,11526.0,10.8
2357,23678.0,Maruti Ciaz,91.1,5.0,8.0,Petrol,Manual,Chennai,,6.5
2358,38502.0,Maruti Baleno,81.8,5.0,6.0,Petrol,Manual,Chennai,,6.8
2359,100000.0,Skoda Kodiaq,148.0,7.0,6.0,Diesel,Automatic,Chennai,13158.0,22.0
2360,30000.0,Ford Figo,94.93,5.0,4.0,Petrol,Manual,Chennai,11290.0,5.15
2361,40091.0,Hyundai Grand i10,81.86,5.0,5.0,Petrol,Manual,Chennai,10850.0,5.2
2362,48113.0,Renault KWID,53.3,5.0,8.0,Petrol,Manual,Chennai,10516.0,3.44
2363,50000.0,Mercedes-Benz C-Class,167.62,9.0,7.0,Diesel,Automatic,Chennai,13281.0,31.0
2364,50486.0,Hyundai Venue,118.35,6.0,3.0,Petrol,Manual,Chennai,11530.0,9.23
2365,26465.0,Honda Jazz,88.7,5.0,7.0,Petrol,Automatic,Chennai,11298.0,6.62
2366,50000.0,Mercedes-Benz C-Class,186.0,7.0,16.0,Petrol,Automatic,Chennai,12722.0,7.5
2367,33246.0,Maruti Swift Dzire,81.8,5.0,7.0,Petrol,Automatic,Chennai,11460.0,6.37
2368,30000.0,Ford Ecosport,98.96,5.0,5.0,Diesel,Manual,Chennai,11526.0,8.0
2369,31754.0,Renault KWID,67.0,5.0,3.0,Petrol,Manual,Chennai,10620.0,4.54
2370,91992.0,Jeep Compass,170.0,6.0,6.0,Diesel,Manual,Chennai,12426.0,11.84
2371,70000.0,Maruti Vitara Brezza,88.5,5.0,5.0,Diesel,Manual,Chennai,11570.0,7.6
2372,60000.0,Toyota Innova,100.0,5.0,11.0,Diesel,Manual,Chennai,,11.0
2373,30000.0,Hyundai Grand i10,81.86,5.0,5.0,Petrol,Manual,Chennai,,5.45
2374,50000.0,Skoda Rapid,103.5,6.0,11.0,Petrol,Automatic,Chennai,,4.0
2375,53250.0,Maruti Wagon R,67.05,5.0,14.0,Petrol,Manual,Chennai,,2.55
2376,51555.0,Skoda Fabia,70.0,5.0,14.0,Diesel,Manual,Chennai,11268.0,2.5
2377,10000.0,Maruti Swift,88.5,5.0,2.0,Petrol,Manual,Chennai,11160.0,7.5
2378,40000.0,Hyundai i20,88.76,6.0,5.0,Diesel,Manual,Chennai,11438.0,7.0
2379,110000.0,Honda City,116.4,5.0,13.0,Petrol,Manual,Chennai,12270.0,3.65
2380,60000.0,Honda City,117.6,5.0,7.0,Petrol,Manual,Chennai,12270.0,7.5
2381,85486.0,Hyundai EON,55.2,5.0,10.0,Petrol,Manual,Chennai,10090.0,2.54
2382,5022.0,Tata Altroz,86.83,6.0,2.0,Petrol,Automatic,Chennai,11490.0,9.25
2383,39386.0,Maruti Baleno,81.8,,5.0,Petrol,Automatic,Chennai,11480.0,7.5
2384,72679.0,Renault KWID,53.3,5.0,8.0,Petrol,Manual,Chennai,10516.0,3.26
2385,83738.0,Hyundai Grand i10,82.0,5.0,9.0,Petrol,Manual,Chennai,10850.0,4.32
2386,10551.0,Volkswagen Polo,74.0,5.0,3.0,Petrol,Manual,Chennai,11306.0,9.5
2387,31795.0,Maruti Celerio,67.04,5.0,5.0,Petrol,Automatic,Chennai,10590.0,4.79
2388,76656.0,Maruti Ritz,85.8,5.0,15.0,Petrol,Manual,Chennai,,2.3
2389,52524.0,Datsun RediGO,53.64,5.0,7.0,Petrol,Manual,Chennai,,3.01
2390,96165.0,Maruti Swift,74.0,5.0,11.0,Diesel,Manual,Chennai,11090.0,4.43
2391,92860.0,Hyundai i20,88.73,6.0,10.0,Diesel,Manual,Chennai,11438.0,4.4
2392,46976.0,Maruti Ertiga,103.26,5.0,11.0,Petrol,Manual,Chennai,12260.0,6.6
2393,36383.0,Maruti Alto,46.3,5.0,17.0,Petrol,Manual,Chennai,10011.0,1.65
2394,2000.0,Mahindra XUV300,108.6,6.0,2.0,Petrol,Automatic,Chennai,11632.0,10.9
2395,26000.0,Kia Sonet,118.36,7.0,3.0,Petrol,Automatic,Chennai,11570.0,12.25
2396,42891.0,Maruti Swift,81.8,5.0,6.0,Petrol,Automatic,Chennai,11150.0,6.2
2397,34640.0,Maruti Wagon R,67.1,5.0,9.0,Petrol,Manual,Chennai,10211.0,3.95
2398,40000.0,Maruti Baleno,83.1,5.0,7.0,Petrol,Manual,Chennai,11480.0,5.8
2399,129306.0,Maruti Swift Dzire,73.9,5.0,15.0,Diesel,Manual,Chennai,11700.0,3.1
2400,42662.0,Volkswagen Taigun,113.98,6.0,3.0,Petrol,Manual,Chennai,11962.0,14.5
2401,64011.0,Hyundai Xcent,82.0,4.0,8.0,Petrol,Automatic,Chennai,11310.0,5.25
2402,85750.0,Maruti Swift,88.5,5.0,11.0,Petrol,Manual,Chennai,11160.0,4.1
2403,24774.0,Honda Jazz,88.5,5.0,3.0,Petrol,Manual,Chennai,11366.0,8.65
2404,74348.0,Hyundai Grand i10,81.86,5.0,5.0,Petrol,Manual,Chennai,,5.81
2405,40711.0,Tata Tigor,84.0,5.0,7.0,Petrol,Manual,Chennai,11338.0,5.18
2406,39386.0,Maruti Baleno,81.8,,5.0,Petrol,Automatic,Chennai,,7.9
2407,93806.0,Maruti Baleno,83.1,5.0,8.0,Petrol,Manual,Chennai,11480.0,5.47
2408,80000.0,Ford Figo,68.05,5.0,10.0,Diesel,Manual,Chennai,10950.0,3.0
2409,86304.0,Tata Tiago,84.0,5.0,8.0,Petrol,Manual,Chennai,10786.0,4.07
2410,46566.0,Honda WR-V,88.7,5.0,5.0,Petrol,Manual,Chennai,11466.0,6.92
2411,74367.0,Maruti Swift,81.8,5.0,9.0,Petrol,Manual,Chennai,11150.0,4.55
2412,48098.0,Maruti Alto 800,47.3,5.0,8.0,Petrol,Manual,Chennai,,2.95
2413,36408.0,Honda City,117.3,5.0,10.0,Petrol,Automatic,Chennai,12270.0,6.8
2414,60000.0,Maruti Ertiga,88.5,5.0,7.0,Diesel,Manual,Chennai,11982.0,9.85
2415,61696.0,Hyundai i10,78.9,5.0,10.0,Petrol,Manual,Chennai,10360.0,3.4
2416,110000.0,Tata Indica,53.5,5.0,17.0,Diesel,Manual,Chennai,8621.0,1.0
2417,85223.0,Maruti Celerio,67.04,5.0,9.0,Petrol,Manual,Chennai,10700.0,3.65
2418,120000.0,Toyota Innova,100.0,5.0,12.0,Diesel,Manual,Chennai,12690.0,10.5
2419,110000.0,Tata Indigo,69.0,5.0,11.0,Diesel,Manual,Chennai,11216.0,1.83
2420,33961.0,Volkswagen Polo,74.0,5.0,8.0,Petrol,Manual,Chennai,,6.6
2421,76597.0,Honda Amaze,86.7,5.0,10.0,Petrol,Manual,Chennai,11340.0,4.03
2422,36573.0,Maruti Baleno,83.1,5.0,7.0,Petrol,Manual,Chennai,11480.0,5.63
2423,10000.0,Toyota Hyryder,101.64,6.0,1.0,Petrol,Automatic,Chennai,12320.0,20.0
2424,45636.0,Maruti Wagon R,67.0,5.0,8.0,Petrol,Automatic,Chennai,10219.0,4.36
2425,58698.0,Maruti Ciaz,91.1,4.0,7.0,Petrol,Automatic,Chennai,12440.0,6.81
2426,10000.0,Maruti Wagon R,65.71,,1.0,Petrol,Manual,Chennai,10550.0,5.9
2427,77603.0,Maruti Baleno,74.0,5.0,8.0,Diesel,Manual,Chennai,11480.0,6.32
2428,60000.0,Maruti Vitara Brezza,88.5,5.0,5.0,Diesel,Automatic,Chennai,11570.0,8.9
2429,65675.0,Honda Amaze,78.9,5.0,6.0,Diesel,Automatic,Chennai,11380.0,7.26
2430,120797.0,Maruti Swift Dzire,74.0,5.0,9.0,Diesel,Manual,Chennai,11380.0,5.51
2431,10000.0,Hyundai i20,81.86,5.0,5.0,Petrol,Automatic,Chennai,11438.0,8.5
2432,18228.0,Maruti Alto K10,67.05,5.0,6.0,Petrol,Manual,Chennai,10120.0,3.82
2433,33654.0,Maruti Swift Dzire,73.9,5.0,7.0,Diesel,Manual,Chennai,11700.0,7.65
2434,61633.0,Maruti Zen Estilo,67.1,5.0,14.0,Petrol,Manual,Chennai,10221.0,1.95
2435,45333.0,Renault KWID,67.0,5.0,6.0,Petrol,Manual,Chennai,10516.0,3.9
2436,63670.0,Hyundai Grand i10,73.97,5.0,6.0,Diesel,Manual,Chennai,,4.8
2437,95535.0,Maruti Swift,74.0,5.0,11.0,Diesel,Manual,Chennai,11090.0,4.55
2438,175000.0,Toyota Innova Crysta,171.5,6.0,8.0,Diesel,Automatic,Chennai,13130.0,17.5
2439,80000.0,Volkswagen Polo,88.8,5.0,9.0,Diesel,Manual,Chennai,,5.2
2440,55500.0,Toyota Innova Crysta,147.51,6.0,4.0,Diesel,Automatic,Chennai,13130.0,26.25
2441,42375.0,Honda WR-V,88.7,5.0,7.0,Petrol,Manual,Chennai,11466.0,7.82
2442,63155.0,Hyundai Xcent,73.97,5.0,6.0,Diesel,Manual,Chennai,11310.0,6.11
2443,85000.0,Toyota Fortuner,168.5,5.0,9.0,Diesel,Manual,Chennai,13090.0,17.0
2444,106121.0,Maruti Swift Dzire,74.0,5.0,10.0,Diesel,Manual,Chennai,11380.0,5.15
2445,51012.0,Maruti Swift,88.5,5.0,2.0,Petrol,Manual,Chennai,11160.0,6.79
2446,62930.0,Maruti Swift Dzire,85.8,5.0,12.0,Petrol,Manual,Chennai,,4.1
2447,111242.0,Mahindra TUV 300,100.0,5.0,5.0,Diesel,Manual,Chennai,11660.0,7.98
2448,16000.0,Kia Sonet,81.86,5.0,2.0,Petrol,Manual,Chennai,11570.0,9.45
2449,72898.0,Renault Duster,108.45,6.0,6.0,Diesel,Manual,Chennai,12274.0,8.85
2450,97326.0,Hyundai i20,81.83,5.0,6.0,Petrol,Manual,Chennai,11438.0,5.74
2451,1870.0,Honda WR-V,98.6,6.0,6.0,Diesel,Manual,Chennai,11466.0,7.1
2452,10000.0,Hyundai Santro,68.05,5.0,2.0,Petrol,Automatic,Chennai,10510.0,6.2
2453,110000.0,Chevrolet Beat,56.3,5.0,8.0,Diesel,Manual,Chennai,,2.25
2454,20000.0,Maruti Ignis,81.8,5.0,7.0,Petrol,Manual,Chennai,10780.0,5.0
2455,70000.0,Hyundai Creta,126.2,6.0,6.0,Diesel,Manual,Chennai,12100.0,11.5
2456,30000.0,Datsun RediGO,53.64,5.0,6.0,Petrol,Manual,Chennai,9978.0,2.85
2457,167332.0,Honda City,117.3,5.0,9.0,Petrol,Manual,Chennai,,4.45
2458,71887.0,Honda City,117.6,5.0,9.0,Petrol,Manual,Chennai,,5.5
2459,100000.0,Ford Figo,68.0,5.0,13.0,Diesel,Manual,Chennai,10950.0,2.0
2460,20000.0,Skoda Kushaq,113.98,6.0,3.0,Petrol,Automatic,Chennai,11970.0,13.0
2461,61426.0,Renault Duster,104.5,5.0,6.0,Petrol,Manual,Chennai,12274.0,6.78
2462,121735.0,Toyota Etios Liva,,,12.0,Petrol,Manual,Chennai,11609.56245423274,3.1
2463,15000.0,Hyundai Creta,113.18,6.0,2.0,Petrol,Automatic,Chennai,12180.0,18.25
2464,71195.0,Maruti Swift,74.0,5.0,11.0,Diesel,Manual,Chennai,11090.0,4.31
2465,91700.0,Volkswagen Vento,103.2,7.0,8.0,Petrol,Automatic,Chennai,,7.28
2466,132724.0,Maruti Alto K10,67.05,5.0,9.0,Petrol,Manual,Chennai,10120.0,2.25
2467,59232.0,Maruti Vitara Brezza,88.5,5.0,8.0,Diesel,Manual,Chennai,11570.0,8.61
2468,55023.0,Volkswagen Polo,103.5,7.0,7.0,Petrol,Automatic,Chennai,11306.0,7.8
2469,58323.0,Hyundai Creta,113.45,6.0,4.0,Diesel,Manual,Chennai,12180.0,14.78
2470,73498.0,Mahindra TUV 300,100.0,5.0,8.0,Diesel,Manual,Chennai,,6.95
2471,52743.0,Maruti Vitara Brezza,88.5,5.0,6.0,Diesel,Manual,Chennai,11570.0,8.0
2472,49000.0,BMW X1,184.0,8.0,6.0,Diesel,Automatic,Chennai,12863.0,27.0
2473,100000.0,Hyundai Verna,126.3,4.0,12.0,Diesel,Manual,Chennai,,4.2
2474,111350.0,Maruti Swift,85.0,5.0,13.0,Petrol,Manual,Chennai,10900.0,2.9
2475,105000.0,Land Rover Range Rover Evoque,187.7,9.0,11.0,Diesel,Automatic,Chennai,12619.0,20.0
2476,150000.0,Skoda Octavia,66.0,5.0,19.0,Diesel,Manual,Chennai,,1.0
2477,20000.0,Tata Tiago,72.0,5.0,2.0,CNG,Manual,Chennai,10884.0,6.5
2478,63134.0,Ford Aspire,99.0,5.0,7.0,Diesel,Manual,Chennai,,5.0
2479,89547.0,Honda City,117.6,,5.0,Petrol,Automatic,Chennai,12270.0,7.9
2480,25000.0,Ford Ecosport,98.96,5.0,6.0,Diesel,Manual,Chennai,11526.0,9.0
2481,61583.0,Volkswagen Polo,74.0,5.0,8.0,Petrol,Manual,Chennai,,5.68
2482,102002.0,Honda Amaze,98.6,5.0,9.0,Diesel,Manual,Chennai,11340.0,4.61
2483,38980.0,Maruti Wagon R,67.1,5.0,8.0,Petrol,Manual,Chennai,10211.0,4.0
2484,108463.0,Hyundai Elantra,149.92,6.0,7.0,Petrol,Automatic,Chennai,12740.0,9.83
2485,30033.0,Honda WR-V,88.7,5.0,7.0,Petrol,Manual,Chennai,11466.0,7.39
2486,29084.0,Renault KWID,53.3,5.0,8.0,Petrol,Manual,Chennai,10516.0,3.4
2487,69437.0,Maruti Celerio,67.04,5.0,8.0,Petrol,Manual,Chennai,,3.66
2488,70000.0,Honda New Accord,177.6,5.0,15.0,Petrol,Manual,Chennai,13590.0,3.0
2489,88122.0,Maruti Swift,88.5,5.0,11.0,Petrol,Manual,Chennai,11160.0,3.68
2490,98263.0,Volkswagen Vento,103.6,5.0,13.0,Petrol,Manual,Chennai,12166.0,3.46
2491,73674.0,Honda Jazz,88.7,5.0,8.0,Petrol,Manual,Chennai,11298.0,4.5
2492,37718.0,Maruti Celerio,67.04,5.0,8.0,Petrol,Manual,Chennai,,4.5
2493,66030.0,Honda Jazz,98.6,6.0,8.0,Diesel,Manual,Chennai,11298.0,5.9
2494,72110.0,Hyundai Santro Xing,,,18.0,Petrol,Manual,Chennai,10848.061192687233,1.85
2495,35000.0,Volvo XC 90,400.0,8.0,7.0,Petrol,Automatic,Chennai,,82.0
2496,100000.0,Honda City,118.0,5.0,16.0,Petrol,Manual,Chennai,12230.0,2.0
2497,10000.0,Hyundai Grand i10,82.0,5.0,11.0,Petrol,Manual,Chennai,10850.0,3.0
2498,20000.0,Maruti Ritz,85.8,5.0,14.0,Petrol,Manual,Chennai,,1.5
2499,90000.0,Maruti Versa,83.1,5.0,22.0,Petrol,Manual,Chennai,10371.0,0.8
2500,90000.0,Fiat Punto,67.0,5.0,10.0,Petrol,Manual,Chennai,11348.0,1.8
2501,56118.0,Toyota Glanza,81.8,5.0,4.0,Petrol,Automatic,Chennai,11480.0,8.43
2502,93968.0,Hyundai i10,78.9,5.0,12.0,Petrol,Manual,Chennai,10360.0,3.0
2503,30000.0,Hyundai Grand i10 Nios,81.86,5.0,3.0,Petrol,Manual,Chennai,10970.0,5.6
2504,41364.0,Volkswagen Polo,75.1,5.0,4.0,Petrol,Manual,Chennai,11306.0,7.44
2505,108898.0,Honda City,116.4,5.0,11.0,Petrol,Automatic,Chennai,12270.0,4.19
2506,3500.0,Toyota Innova Crysta,163.6,6.0,2.0,Petrol,Automatic,Chennai,13130.0,26.55
2507,35589.0,Kia Seltos,113.43,6.0,4.0,Petrol,Manual,Chennai,12230.0,13.69
2508,150000.0,Mitsubishi Lancer,85.8,5.0,21.0,Petrol,Manual,Chennai,11960.0,0.9
2509,41514.0,Hyundai i10,68.05,5.0,8.0,Petrol,Manual,Chennai,10360.0,3.8
2510,27925.0,Renault Triber,71.01,5.0,3.0,Petrol,Manual,Chennai,,6.61
2511,10000.0,Skoda Slavia,147.52,6.0,2.0,Petrol,Automatic,Chennai,12586.0,20.0
2512,40000.0,Mahindra KUV 100,82.0,5.0,7.0,Petrol,Manual,Chennai,10780.0,3.2
2513,60000.0,Hyundai EON,55.2,5.0,10.0,Petrol,Manual,Chennai,,2.0
2514,90000.0,Hyundai Verna,103.2,5.0,16.0,Petrol,Manual,Chennai,12010.0,1.45
2515,65744.0,Volkswagen Polo,74.0,5.0,11.0,Petrol,Manual,Chennai,11306.0,3.25
2516,80000.0,Maruti A-Star,66.1,4.0,13.0,Petrol,Automatic,Chennai,10200.0,2.0
2517,30000.0,Maruti Ertiga,103.26,4.0,4.0,Petrol,Automatic,Chennai,,10.25
2518,60000.0,Tata Indica,53.5,5.0,17.0,Diesel,Manual,Chennai,8621.0,0.5
2519,20000.0,Skoda Kushaq,113.98,6.0,2.0,Petrol,Automatic,Chennai,11970.0,13.0
2520,90000.0,Volkswagen Vento,105.0,,12.0,Petrol,Manual,Chennai,12166.0,2.32
2521,18655.0,Volkswagen Taigun,147.51,7.0,3.0,Petrol,Manual,Chennai,11962.0,16.39
2522,51578.0,Tata Tiago,84.82,5.0,4.0,Petrol,Manual,Chennai,10884.0,5.36
2523,113000.0,Ford Figo,99.0,5.0,12.0,Diesel,Manual,Chennai,11162.0,2.3
2524,27861.0,Renault KWID,53.3,5.0,8.0,Petrol,Manual,Chennai,10516.0,3.57
2525,20419.0,Maruti Ciaz,103.25,5.0,4.0,Petrol,Manual,Chennai,12440.0,7.86
2526,49165.0,Volkswagen Vento,103.2,5.0,11.0,Petrol,Manual,Chennai,12178.0,4.1
2527,38309.0,Honda WR-V,88.7,5.0,6.0,Petrol,Manual,Chennai,11466.0,6.07
2528,12000.0,Toyota Urban cruiser,103.26,4.0,2.0,Petrol,Automatic,Chennai,11570.0,11.5
2529,27872.0,Honda Jazz,88.7,5.0,7.0,Petrol,Automatic,Chennai,11298.0,6.84
2530,14023.0,Renault KWID,53.26,5.0,2.0,Petrol,Manual,Chennai,10620.0,4.51
2531,30000.0,Maruti Ertiga,103.0,5.0,5.0,Petrol,Manual,Chennai,,9.85
2532,30000.0,Tata Nexon,108.5,6.0,3.0,Diesel,Manual,Chennai,11608.0,8.0
2533,116377.0,Hyundai Verna,126.2,6.0,12.0,Diesel,Manual,Chennai,12150.0,4.5
2534,13109.0,Volkswagen Polo,73.9,5.0,3.0,Diesel,Manual,Chennai,,7.85
2535,67500.0,Ford Aspire,99.0,5.0,9.0,Diesel,Manual,Chennai,11380.0,4.15
2536,84169.0,Hyundai Santro Xing,,,17.0,Petrol,Manual,Chennai,11243.319314898776,1.5
2537,50000.0,Audi A3,143.0,6.0,8.0,Diesel,Automatic,Chennai,12821.0,15.0
2538,80000.0,Ford Figo,70.0,5.0,13.0,Petrol,Manual,Chennai,10950.0,1.7
2539,14475.0,Maruti Ertiga,93.7,5.0,2.0,Petrol,Manual,Chennai,11920.0,10.0
2540,20000.0,Hyundai Grand i10 Nios,81.86,5.0,4.0,Petrol,Automatic,Chennai,10970.0,5.7
2541,53631.0,Maruti Baleno,83.1,,6.0,Petrol,Automatic,Chennai,11480.0,6.38
2542,92562.0,Ford Ecosport,121.36,6.0,6.0,Petrol,Automatic,Chennai,,6.74
2543,90000.0,Maruti SX4,104.68,5.0,14.0,Petrol,Manual,Chennai,,2.0
2544,24690.0,Maruti Alto 800,47.33,5.0,3.0,Petrol,Manual,Chennai,9920.0,4.33
2545,15915.0,Renault KWID,67.0,5.0,4.0,Petrol,Automatic,Chennai,10620.0,5.18
2546,100000.0,Ford Figo,68.0,5.0,13.0,Diesel,Manual,Chennai,10950.0,1.75
2547,36390.0,Renault Kiger,98.63,5.0,3.0,Petrol,Manual,Chennai,11482.0,8.4
2548,9112.0,Maruti Ritz,85.8,5.0,12.0,Petrol,Manual,Chennai,10790.0,2.95
2549,13923.0,Ford Figo,95.48,6.0,3.0,Petrol,Automatic,Chennai,11290.0,7.4
2550,58263.0,Maruti Celerio,65.71,5.0,7.0,Petrol,Manual,Chennai,10700.0,5.2
2551,20000.0,Maruti Eeco,72.41,5.0,3.0,Petrol,Manual,Chennai,10371.0,4.7
2552,80000.0,Maruti Ritz,73.94,5.0,9.0,Diesel,Manual,Chennai,10910.0,2.0
2553,65991.0,Maruti Swift,74.0,5.0,11.0,Diesel,Manual,Chennai,11090.0,3.95
2554,13397.0,Mahindra KUV 100 NXT,77.0,5.0,8.0,Diesel,Manual,Chennai,,3.5
2555,57121.0,Maruti Ciaz,91.1,4.0,9.0,Petrol,Automatic,Chennai,12440.0,5.5
2556,70418.0,Tata Zest,88.7,5.0,9.0,Petrol,Manual,Chennai,11402.0,4.0
2557,22421.0,Honda Amaze,88.76,5.0,5.0,Petrol,Automatic,Chennai,11380.0,6.4
2558,83045.0,Tata Indica,71.0,5.0,15.0,Diesel,Manual,Chennai,10980.0,1.35
2559,86715.0,Hyundai i10,78.9,5.0,16.0,Petrol,Manual,Chennai,10360.0,1.7
2560,77032.0,Hyundai i10,68.05,5.0,16.0,Petrol,Manual,Chennai,10360.0,1.95
2561,21614.0,Datsun RediGO,53.64,5.0,5.0,Petrol,Manual,Chennai,9978.0,3.12
2562,35375.0,Maruti Alto 800,47.33,5.0,4.0,Petrol,Manual,Chennai,9920.0,3.83
2563,89545.0,Volkswagen Vento,103.6,5.0,14.0,Diesel,Manual,Chennai,12166.0,3.1
2564,83298.0,Hyundai i20,81.86,5.0,5.0,Petrol,Manual,Chennai,11438.0,5.9
2565,33250.0,Maruti Ignis,81.8,5.0,2.0,Petrol,Automatic,Chennai,10780.0,7.58
2566,75000.0,Honda Jazz,88.7,5.0,9.0,Petrol,Manual,Chennai,11298.0,4.8
2567,87026.0,Ford Ecosport,98.96,5.0,6.0,Diesel,Manual,Chennai,11526.0,7.94
2568,33000.0,Toyota Innova Crysta,148.0,6.0,3.0,Diesel,Automatic,Chennai,13130.0,28.5
2569,37294.0,Honda City,119.35,6.0,4.0,Petrol,Manual,Chennai,12594.0,10.69
2570,65840.0,Renault KWID,53.3,5.0,8.0,Petrol,Manual,Chennai,,3.27
2571,45000.0,Isuzu MU-X,175.0,5.0,5.0,Diesel,Automatic,Chennai,,19.0
2572,62865.0,Honda Amaze,88.76,5.0,9.0,Petrol,Manual,Chennai,,4.25
2573,62442.0,Mahindra KUV 100 NXT,77.0,5.0,7.0,Diesel,Manual,Chennai,10870.0,4.35
2574,154931.0,Volkswagen Vento,103.2,5.0,10.0,Petrol,Manual,Chennai,,3.3
2575,63318.0,Honda City,117.6,5.0,7.0,Petrol,Manual,Chennai,12270.0,8.0
2576,47146.0,Honda City,118.0,5.0,7.0,Petrol,Manual,Chennai,,7.5
2577,17797.0,Hyundai Grand i10,81.86,4.0,8.0,Petrol,Automatic,Chennai,10850.0,4.95
2578,52802.0,Maruti Swift,85.8,5.0,9.0,Petrol,Manual,Chennai,11090.0,4.75
2579,46830.0,Honda WR-V,98.6,6.0,6.0,Diesel,Manual,Chennai,,7.0
2580,34000.0,BMW 3 Series GT,188.0,8.0,8.0,Diesel,Automatic,Chennai,,27.0
2581,70038.0,Ford Ecosport,121.31,5.0,6.0,Petrol,Manual,Chennai,11526.0,7.85
2582,15957.0,Tata Altroz,108.48,5.0,3.0,Petrol,Manual,Chennai,,7.95
2583,63860.0,Honda Amaze,88.76,5.0,10.0,Petrol,Manual,Chennai,11380.0,4.15
2584,51252.0,Maruti Swift Dzire,81.8,5.0,7.0,Petrol,Automatic,Chennai,11460.0,6.6
2585,56071.0,Ford Ecosport,110.4,6.0,9.0,Petrol,Automatic,Chennai,,5.43
2586,38100.0,Honda Jazz,98.6,6.0,7.0,Diesel,Manual,Chennai,,6.5
2587,87634.0,Mahindra XUV500,140.0,6.0,7.0,Diesel,Automatic,Chennai,12950.0,11.29
2588,14424.0,Hyundai i10,78.9,5.0,14.0,Petrol,Manual,Chennai,10360.0,2.7
2589,39542.0,Tata Tigor,83.81,5.0,6.0,Petrol,Automatic,Chennai,11338.0,5.57
2590,114507.0,Hyundai Grand i10,82.0,5.0,8.0,Petrol,Manual,Chennai,10850.0,4.41
2591,67129.0,Fiat Punto Pure,75.0,5.0,9.0,Diesel,Manual,Chennai,11352.0,3.4
2592,35405.0,Volkswagen Polo,108.62,6.0,3.0,Petrol,Manual,Chennai,11306.0,10.0
2593,62992.0,Volkswagen Polo,73.9,5.0,14.0,Diesel,Manual,Chennai,11304.0,2.95
2594,94241.0,Hyundai Santro Xing,62.1,5.0,15.0,Petrol,Manual,Chennai,10180.0,1.65
2595,101423.0,Tata Indica,69.0,5.0,11.0,Diesel,Manual,Chennai,10710.0,1.49
2596,21647.0,Toyota Etios,88.73,,11.0,Petrol,Manual,Chennai,12043.87685050915,4.75
2597,78210.0,Nissan Micra,75.0,5.0,14.0,Petrol,Manual,Chennai,10890.0,1.35
2598,39922.0,Hyundai Grand i10,82.0,5.0,9.0,Petrol,Manual,Chennai,,4.3
2599,61372.0,Maruti Wagon R,67.05,5.0,7.0,Petrol,Manual,Chennai,10550.0,3.75
2600,60250.0,Hyundai i10,68.05,5.0,16.0,Petrol,Manual,Chennai,10360.0,1.45
2601,91617.0,Hyundai Grand i10,82.0,4.0,10.0,Petrol,Automatic,Chennai,10850.0,3.98
2602,23899.0,Hyundai i20 N Line,118.41,7.0,3.0,Petrol,Automatic,Chennai,,10.76
2603,89000.0,Maruti Swift,81.8,5.0,9.0,Petrol,Manual,Chennai,,4.3
2604,97445.0,Maruti Celerio,67.04,5.0,7.0,Petrol,Automatic,Chennai,10590.0,4.0
2605,69680.0,Hyundai i10,78.9,5.0,12.0,Petrol,Manual,Chennai,,2.87
2606,87431.0,Hyundai i20,81.83,5.0,10.0,Petrol,Manual,Chennai,11438.0,4.95
2607,98204.0,Hyundai EON,55.2,5.0,9.0,Petrol,Manual,Chennai,10090.0,2.98
2608,161471.0,Honda Mobilio,98.6,5.0,10.0,Diesel,Manual,Chennai,12138.0,4.25
2609,108338.0,Honda City,116.3,5.0,12.0,Petrol,Manual,Chennai,12270.0,4.31
